type,size,runtime
selectionsort,96447,16493597
selectionsort,30722,2362499
selectionsort,77612,13479918
selectionsort,15467,599146
selectionsort,56931,8118713
selectionsort,6666,111370
selectionsort,85865,17163376
selectionsort,90907,17430974
selectionsort,17247,727523
selectionsort,70684,7022753
selectionsort,41395,2295325
selectionsort,16178,362090
selectionsort,9174,132916
selectionsort,96875,12736107
selectionsort,75184,7701370
selectionsort,83672,13339171
selectionsort,67514,6052999
selectionsort,28028,1037900
selectionsort,15977,574086
selectionsort,92578,20224206
selectionsort,14335,494233
selectionsort,8457,172946
selectionsort,7108,121844
selectionsort,25172,1525611
selectionsort,85293,17663540
selectionsort,79830,15505641
selectionsort,30888,2332328
selectionsort,78318,14976786
selectionsort,87204,18661788
selectionsort,94059,21727190
selectionsort,92330,21113758
selectionsort,63656,9961596
selectionsort,90314,20109658
selectionsort,76575,14443621
selectionsort,60508,9031739
selectionsort,26995,1782457
selectionsort,85219,17807530
selectionsort,67078,11029248
selectionsort,71745,12681515
selectionsort,58957,8564625
selectionsort,15886,623480
selectionsort,32658,2637283
selectionsort,19557,946387
selectionsort,62203,9563458
selectionsort,9711,231691
selectionsort,83730,17339950
selectionsort,49379,6021023
selectionsort,13441,445509
selectionsort,90087,20048960
selectionsort,53134,6968632
selectionsort,94385,22033477
selectionsort,27704,1896859
selectionsort,98265,23875692
selectionsort,82108,16671586
selectionsort,75811,14195327
selectionsort,8373,172946
selectionsort,52028,6682700
selectionsort,35079,3052434
selectionsort,93852,21870103
selectionsort,26214,1703721
selectionsort,28149,1964750
selectionsort,51576,6567543
selectionsort,85540,18077370
selectionsort,75491,14078688
selectionsort,77273,14779651
selectionsort,14656,534625
selectionsort,16426,670382
selectionsort,55700,7738955
selectionsort,48714,5964446
selectionsort,14779,552669
selectionsort,98048,24333188
selectionsort,36194,3306141
selectionsort,94367,22540910
selectionsort,14164,509672
selectionsort,57899,8470659
selectionsort,78206,15482790
selectionsort,80606,16493120
selectionsort,10696,289655
selectionsort,8733,193502
selectionsort,56259,8022816
selectionsort,81077,16681927
selectionsort,17802,799253
selectionsort,84461,18107652
selectionsort,14074,501750
selectionsort,15410,599485
selectionsort,16867,719585
selectionsort,19236,921909
selectionsort,35856,3240356
selectionsort,49584,6203919
selectionsort,61221,9481458
selectionsort,42702,4604867
selectionsort,28937,2115015
selectionsort,14384,518319
selectionsort,80016,16200320
selectionsort,66167,11077297
selectionsort,98371,24457213
selectionsort,76681,14893692
selectionsort,69126,12061032
selectionsort,73973,13834643
selectionsort,51130,6673109
selectionsort,32838,2754128
selectionsort,19614,981358
selectionsort,87541,19591133
selectionsort,16190,671070
selectionsort,37104,3497053
selectionsort,44092,4922152
selectionsort,27595,1918262
selectionsort,35739,3220617
selectionsort,69254,12129860
selectionsort,98302,24448748
selectionsort,40003,4039760
selectionsort,16428,681432
selectionsort,55789,7870124
selectionsort,25015,1593314
selectionsort,62685,9933379
selectionsort,12260,379091
selectionsort,55990,7953993
selectionsort,81001,16615016
selectionsort,57737,8435314
selectionsort,64947,10714501
selectionsort,82465,17249927
selectionsort,56283,8002515
selectionsort,76758,14906466
selectionsort,83710,17791980
selectionsort,10632,287158
selectionsort,41890,4465597
selectionsort,36013,3289511
selectionsort,33993,2912274
selectionsort,21827,1203121
selectionsort,59154,8864060
selectionsort,34554,3015186
selectionsort,58478,8608408
selectionsort,26141,1722173
selectionsort,81509,16794068
selectionsort,54311,7486266
selectionsort,83696,17766291
selectionsort,51624,6744522
selectionsort,25671,1663429
selectionsort,38050,3687056
selectionsort,14140,499372
selectionsort,32345,2642908
selectionsort,82338,17150630
selectionsort,23488,1390625
selectionsort,93916,22286924
selectionsort,64397,10480935
selectionsort,55332,7763457
selectionsort,43477,4794564
selectionsort,92110,21509476
selectionsort,15827,632174
selectionsort,59991,9064981
selectionsort,54959,7626893
selectionsort,8885,198338
selectionsort,99645,25111884
selectionsort,31913,2576197
selectionsort,47261,5653321
selectionsort,25424,1637503
selectionsort,89486,20258256
selectionsort,5583,79433
selectionsort,65323,10786446
selectionsort,89156,20104246
selectionsort,41622,4356324
selectionsort,9238,218340
selectionsort,77192,15069428
selectionsort,20089,1024830
selectionsort,75436,14387938
selectionsort,66445,11060237
selectionsort,80831,16528515
selectionsort,78812,15705831
selectionsort,59212,8881142
selectionsort,82647,17304024
selectionsort,68899,12018923
selectionsort,52138,6869025
selectionsort,77506,15187230
selectionsort,56575,8105776
selectionsort,47315,5686697
selectionsort,86684,18987104
selectionsort,14835,548994
selectionsort,62293,9789502
selectionsort,28456,2056046
selectionsort,16633,702172
selectionsort,96384,23510645
selectionsort,68952,11953391
selectionsort,92150,21381393
selectionsort,67518,11494478
selectionsort,78458,15515487
selectionsort,67566,11563694
selectionsort,5467,75752
selectionsort,23048,1340743
selectionsort,93220,21863737
selectionsort,49716,6231307
selectionsort,50930,6515541
selectionsort,72417,13171016
selectionsort,75925,14424658
selectionsort,68476,11590020
selectionsort,56556,8055072
selectionsort,68408,11697376
selectionsort,32224,2610206
selectionsort,87744,18261855
selectionsort,16700,409669
selectionsort,58241,6029037
selectionsort,65764,9539693
selectionsort,95880,17637795
selectionsort,20878,642250
selectionsort,48885,3399025
selectionsort,78306,8498542
selectionsort,65124,5923199
selectionsort,87583,11158609
selectionsort,22232,675942
selectionsort,49164,3286322
selectionsort,76796,8063695
selectionsort,57200,4416157
selectionsort,73247,8298162
selectionsort,24751,808367
selectionsort,44776,2664756
selectionsort,5948,48757
selectionsort,66029,5717971
selectionsort,50992,3403507
selectionsort,50385,3306643
selectionsort,51514,6098088
selectionsort,75822,13652899
selectionsort,30339,2208883
selectionsort,33387,2689687
selectionsort,52772,6750646
selectionsort,97069,22942640
selectionsort,94305,21705097
selectionsort,99945,24480580
selectionsort,20458,1026652
selectionsort,72366,12871271
selectionsort,80616,16015327
selectionsort,91082,20442132
selectionsort,8284,169529
selectionsort,93324,21440908
selectionsort,67941,11366251
selectionsort,35989,3189724
selectionsort,65788,10688715
selectionsort,6062,91353
selectionsort,11095,304138
selectionsort,9972,244603
selectionsort,24450,1472783
selectionsort,58424,8380942
selectionsort,40273,3990837
selectionsort,87638,19123642
selectionsort,90929,20514624
selectionsort,73894,13485515
selectionsort,61442,9331076
selectionsort,70700,12334304
selectionsort,79719,15701168
selectionsort,75924,14243741
selectionsort,50355,6240445
selectionsort,48606,5804328
selectionsort,92727,21274863
selectionsort,7890,153861
selectionsort,51574,6556224
selectionsort,62349,9607685
selectionsort,69097,11811330
selectionsort,8223,167309
selectionsort,97800,23637256
selectionsort,50994,6455354
selectionsort,54722,7400059
selectionsort,22746,1280272
selectionsort,6484,104731
selectionsort,36344,3271811
selectionsort,12392,380518
selectionsort,31258,2429094
selectionsort,37394,3459666
selectionsort,30712,2344041
selectionsort,92720,21299755
selectionsort,44202,4831488
selectionsort,16782,697631
selectionsort,8356,172913
selectionsort,90961,20460618
selectionsort,75904,14462574
selectionsort,75292,14366678
selectionsort,45599,5319960
selectionsort,85811,18755325
selectionsort,73719,13927732
selectionsort,33330,2836215
selectionsort,16426,690114
selectionsort,85281,18458302
selectionsort,47512,5695569
selectionsort,84973,18270802
selectionsort,63313,10200432
selectionsort,85789,18636828
selectionsort,92074,21402753
selectionsort,33027,2754648
selectionsort,20523,1061774
selectionsort,39603,3945570
selectionsort,72933,13390170
selectionsort,8927,200908
selectionsort,95793,23222450
selectionsort,36817,3421999
selectionsort,55290,7712186
selectionsort,10411,273886
selectionsort,47926,5794327
selectionsort,49651,6224506
selectionsort,42680,4598047
selectionsort,62892,10016436
selectionsort,58093,8502841
selectionsort,80851,16563990
selectionsort,53681,7280168
selectionsort,65386,10802553
selectionsort,35571,3178477
selectionsort,96890,23611743
selectionsort,24794,1543826
selectionsort,6140,95971
selectionsort,23233,1372467
selectionsort,95581,23088367
selectionsort,50307,6399203
selectionsort,27481,1898152
selectionsort,29555,2200020
selectionsort,27725,1931517
selectionsort,86874,19096051
selectionsort,73921,13910159
selectionsort,29601,2221312
selectionsort,51802,6803156
selectionsort,91642,21362987
selectionsort,33597,2860551
selectionsort,24786,1556097
selectionsort,73999,13844774
selectionsort,94490,22656592
selectionsort,69077,12133153
selectionsort,35004,3115049
selectionsort,54462,7603322
selectionsort,11783,354341
selectionsort,6058,93742
selectionsort,54399,7559993
selectionsort,44212,4955624
selectionsort,64594,10516589
selectionsort,53140,7147631
selectionsort,62831,9965559
selectionsort,92349,21639026
selectionsort,19024,918454
selectionsort,80726,16460110
selectionsort,16227,666985
selectionsort,90316,20691171
selectionsort,28106,1990113
selectionsort,43369,4741165
selectionsort,7648,149054
selectionsort,54288,7453441
selectionsort,79748,16114309
selectionsort,64095,10451856
selectionsort,41407,4353298
selectionsort,54150,7434064
selectionsort,26135,1716755
selectionsort,42718,4610059
selectionsort,63695,10282449
selectionsort,64850,10617911
selectionsort,67492,11485123
selectionsort,40851,4214502
selectionsort,62646,9916318
selectionsort,81557,16809855
selectionsort,44793,5071484
selectionsort,17339,762999
selectionsort,92003,21455232
selectionsort,56298,7996584
selectionsort,30973,2424302
selectionsort,28894,2112171
selectionsort,66943,11361419
selectionsort,85865,18643746
selectionsort,89458,20328880
selectionsort,55417,7754027
selectionsort,41429,4331332
selectionsort,57241,8293421
selectionsort,77596,15216749
selectionsort,91300,21164622
selectionsort,68076,11729025
selectionsort,34707,3050771
selectionsort,57159,8278506
selectionsort,7679,150153
selectionsort,84360,18028428
selectionsort,83035,17637798
selectionsort,29041,2151355
selectionsort,85736,18583657
selectionsort,48307,5914038
selectionsort,42659,4606316
selectionsort,81100,16689858
selectionsort,73736,13711205
selectionsort,77849,15348934
selectionsort,20199,1037342
selectionsort,78163,15441423
selectionsort,30117,2291119
selectionsort,24098,1471316
selectionsort,63295,10137608
selectionsort,9084,209552
selectionsort,84079,17912077
selectionsort,51608,6695853
selectionsort,22379,1258905
selectionsort,23159,1028826
selectionsort,89258,19113831
selectionsort,29605,2206335
selectionsort,89342,19647224
selectionsort,58100,8497692
selectionsort,50321,5089380
selectionsort,29409,2169579
selectionsort,41755,4370498
selectionsort,66742,10698654
selectionsort,26669,1782604
selectionsort,28155,1988886
selectionsort,37425,3511527
selectionsort,21274,1134514
selectionsort,36771,2174124
selectionsort,5551,45544
selectionsort,90742,17361839
selectionsort,59950,8980320
selectionsort,87030,18699949
selectionsort,73566,13146254
selectionsort,55238,5754642
selectionsort,82852,13426726
selectionsort,68341,6454559
selectionsort,43338,2555362
selectionsort,19807,537408
selectionsort,33495,1533608
selectionsort,93620,12421889
selectionsort,78388,8391167
selectionsort,68575,6435998
selectionsort,7818,92396
selectionsort,56335,4268138
selectionsort,83885,9052394
selectionsort,94854,21279388
selectionsort,69111,11655885
selectionsort,46618,5320638
selectionsort,26885,1771487
selectionsort,85453,17786039
selectionsort,41808,4264270
selectionsort,91317,20430102
selectionsort,37995,3536862
selectionsort,40089,3950714
selectionsort,72105,12726902
selectionsort,15173,566233
selectionsort,21725,1160809
selectionsort,23640,1375675
selectionsort,9561,225150
selectionsort,52919,6879944
selectionsort,17707,775294
selectionsort,15493,595821
selectionsort,88373,19274978
selectionsort,75800,14133225
selectionsort,24828,1513229
selectionsort,6414,101119
selectionsort,72102,12792888
selectionsort,75044,13879336
selectionsort,82836,16882717
selectionsort,67188,11142779
selectionsort,38507,3664753
selectionsort,35795,3161383
selectionsort,86202,18298512
selectionsort,91705,20713357
selectionsort,10211,258892
selectionsort,36285,3239793
selectionsort,63878,10066524
selectionsort,50240,6225596
selectionsort,42442,4453623
selectionsort,62018,9485324
selectionsort,88854,19477058
selectionsort,70218,12144296
selectionsort,58000,8287449
selectionsort,8022,158151
selectionsort,50668,6359897
selectionsort,40953,4139860
selectionsort,38206,3613950
selectionsort,83738,17300574
selectionsort,11544,330803
selectionsort,47211,5515210
selectionsort,97539,23535238
selectionsort,32708,2643777
selectionsort,91149,20569921
selectionsort,87982,19107050
selectionsort,31624,2472700
selectionsort,6145,93731
selectionsort,89913,20017101
selectionsort,92034,20942085
selectionsort,37350,3463929
selectionsort,29981,2248327
selectionsort,16960,709360
selectionsort,24141,1468407
selectionsort,91226,20936994
selectionsort,97146,23854742
selectionsort,82896,17400771
selectionsort,60312,9226941
selectionsort,26682,1805988
selectionsort,19764,989064
selectionsort,21046,1124667
selectionsort,41736,4418213
selectionsort,86943,19166582
selectionsort,55606,7847319
selectionsort,16211,660849
selectionsort,35995,3292646
selectionsort,21482,1164727
selectionsort,97871,24206493
selectionsort,81094,16603557
selectionsort,71443,12912615
selectionsort,7962,160957
selectionsort,72703,13378513
selectionsort,19185,931710
selectionsort,43622,4806596
selectionsort,89688,20371391
selectionsort,22794,1311244
selectionsort,14849,556401
selectionsort,89327,20198469
selectionsort,45772,5298870
selectionsort,47807,5770791
selectionsort,85191,18392224
selectionsort,49843,6308199
selectionsort,97389,23999578
selectionsort,87481,19403411
selectionsort,77622,15255254
selectionsort,30134,2294536
selectionsort,47463,5688559
selectionsort,8413,178658
selectionsort,71427,12872097
